Date_time,Tank1_Depth,CSO8_Depth,C14_Flow
01-Feb-2000 00:00:00,1.0050,0.0394,0.1114
01-Feb-2000 00:05:00,1.0159,0.0396,0.1123
01-Feb-2000 00:10:00,1.0267,0.0398,0.1132
01-Feb-2000 00:15:00,1.0374,0.0400,0.1141
01-Feb-2000 00:20:00,1.0480,0.0402,0.1150
01-Feb-2000 00:25:00,1.0585,0.0404,0.1159
01-Feb-2000 00:30:00,1.0689,0.0406,0.1168
01-Feb-2000 00:35:00,1.0791,0.0408,0.1177
01-Feb-2000 00:40:00,1.0892,0.0410,0.1186
01-Feb-2000 00:45:00,1.0992,0.0412,0.1195
01-Feb-2000 00:50:00,1.1090,0.0414,0.1204
01-Feb-2000 00:55:00,1.1187,0.0416,0.1213
01-Feb-2000 01:00:00,1.1283,0.0418,0.1222
01-Feb-2000 01:05:00,1.1377,0.0420,0.1231
01-Feb-2000 01:10:00,1.1470,0.0422,0.1240
01-Feb-2000 01:15:00,1.1561,0.0424,0.1249
01-Feb-2000 01:20:00,1.1651,0.0426,0.1258
01-Feb-2000 01:25:00,1.1739,0.0428,0.1267
01-Feb-2000 01:30:00,1.1826,0.0430,0.1276
01-Feb-2000 01:35:00,1.1911,0.0432,0.1285
01-Feb-2000 01:40:00,1.1995,0.0434,0.1294
01-Feb-2000 01:45:00,1.2077,0.0436,0.1303
01-Feb-2000 01:50:00,1.2158,0.0438,0.1312
01-Feb-2000 01:55:00,1.2237,0.0440,0.1321
01-Feb-2000 02:00:00,1.2314,0.0442,0.1330
01-Feb-2000 02:05:00,1.2390,0.0444,0.1339
01-Feb-2000 02:10:00,1.2464,0.0446,0.1348
01-Feb-2000 02:15:00,1.2537,0.0448,0.1357
01-Feb-2000 02:20:00,1.2608,0.0450,0.1366
01-Feb-2000 02:25:00,1.2677,0.0452,0.1375
01-Feb-2000 02:30:00,1.2745,0.0454,0.1384
01-Feb-2000 02:35:00,1.2811,0.0456,0.1393
01-Feb-2000 02:40:00,1.2876,0.0458,0.1402
01-Feb-2000 02:45:00,1.2939,0.0460,0.1411
01-Feb-2000 02:50:00,1.3000,0.0462,0.1420
01-Feb-2000 02:55:00,1.3060,0.0464,0.1429
01-Feb-2000 03:00:00,1.3118,0.0466,0.1438
01-Feb-2000 03:05:00,1.3174,0.0468,0.1447
01-Feb-2000 03:10:00,1.3229,0.0470,0.1456
01-Feb-2000 03:15:00,1.3282,0.0472,0.1465
01-Feb-2000 03:20:00,1.3333,0.0474,0.1474
01-Feb-2000 03:25:00,1.3383,0.0476,0.1483
01-Feb-2000 03:30:00,1.3431,0.0478,0.1492
01-Feb-2000 03:35:00,1.3478,0.0480,0.1501
01-Feb-2000 03:40:00,1.3523,0.0482,0.1510
01-Feb-2000 03:45:00,1.3566,0.0484,0.1519
01-Feb-2000 03:50:00,1.3608,0.0486,0.1528
01-Feb-2000 03:55:00,1.3648,0.0488,0.1537
01-Feb-2000 04:00:00,1.3686,0.0490,0.1546
01-Feb-2000 04:05:00,1.3723,0.0492,0.1555
01-Feb-2000 04:10:00,1.3758,0.0494,0.1564
01-Feb-2000 04:15:00,1.3792,0.0496,0.1573
01-Feb-2000 04:20:00,1.3824,0.0498,0.1582
01-Feb-2000 04:25:00,1.3854,0.0500,0.1591
01-Feb-2000 04:30:00,1.3883,0.0502,0.1600
01-Feb-2000 04:35:00,1.3910,0.0504,0.1609
01-Feb-2000 04:40:00,1.3936,0.0506,0.1618
01-Feb-2000 04:45:00,1.3960,0.0508,0.1627
01-Feb-2000 04:50:00,1.3982,0.0510,0.1636
01-Feb-2000 04:55:00,1.4003,0.0512,0.1645
01-Feb-2000 05:00:00,1.4022,0.0514,0.1654
01-Feb-2000 05:05:00,1.4040,0.0516,0.1663
01-Feb-2000 05:10:00,1.4056,0.0518,0.1672
01-Feb-2000 05:15:00,1.4071,0.0520,0.1681
01-Feb-2000 05:20:00,1.4084,0.0522,0.1690
01-Feb-2000 05:25:00,1.4096,0.0524,0.1699
01-Feb-2000 05:30:00,1.4106,0.0526,0.1708
01-Feb-2000 05:35:00,1.4115,0.0528,0.1717
01-Feb-2000 05:40:00,1.4122,0.0530,0.1726
01-Feb-2000 05:45:00,1.4128,0.0532,0.1735
01-Feb-2000 05:50:00,1.4132,0.0534,0.1744
01-Feb-2000 05:55:00,1.4135,0.0536,0.1753
01-Feb-2000 06:00:00,1.4136,0.0538,0.1762
01-Feb-2000 06:05:00,1.4136,0.0540,0.1771
01-Feb-2000 06:10:00,1.4134,0.0542,0.1780
01-Feb-2000 06:15:00,1.4131,0.0544,0.1789
01-Feb-2000 06:20:00,1.4127,0.0546,0.1798
01-Feb-2000 06:25:00,1.4121,0.0548,0.1807
01-Feb-2000 06:30:00,1.4114,0.0550,0.1816
01-Feb-2000 06:35:00,1.4105,0.0552,0.1825
01-Feb-2000 06:40:00,1.4095,0.0554,0.1834
01-Feb-2000 06:45:00,1.4083,0.0556,0.1843
01-Feb-2000 06:50:00,1.4070,0.0558,0.1852
01-Feb-2000 06:55:00,1.4056,0.0560,0.1861
01-Feb-2000 07:00:00,1.4040,0.0562,0.1870
01-Feb-2000 07:05:00,1.4023,0.0564,0.1879
01-Feb-2000 07:10:00,1.4005,0.0566,0.1888
01-Feb-2000 07:15:00,1.3985,0.0568,0.1897
01-Feb-2000 07:20:00,1.3964,0.0570,0.1906
01-Feb-2000 07:25:00,1.3942,0.0572,0.1915
01-Feb-2000 07:30:00,1.3918,0.0574,0.1924
01-Feb-2000 07:35:00,1.3893,0.0576,0.1933
01-Feb-2000 07:40:00,1.3867,0.0578,0.1942
01-Feb-2000 07:45:00,1.3839,0.0580,0.1951
01-Feb-2000 07:50:00,1.3810,0.0582,0.1960
01-Feb-2000 07:55:00,1.3780,0.0584,0.1969
01-Feb-2000 08:00:00,1.3749,0.0586,0.1978
01-Feb-2000 08:05:00,1.3716,0.0588,0.1987
01-Feb-2000 08:10:00,1.3682,0.0590,0.1996
01-Feb-2000 08:15:00,1.3647,0.0592,0.2005
01-Feb-2000 08:20:00,1.3611,0.0594,0.2014
01-Feb-2000 08:25:00,1.3573,0.0596,0.2023
01-Feb-2000 08:30:00,1.3535,0.0598,0.2032
01-Feb-2000 08:35:00,1.3495,0.0600,0.2041
01-Feb-2000 08:40:00,1.3454,0.0602,0.2050
01-Feb-2000 08:45:00,1.3412,0.0604,0.2059
01-Feb-2000 08:50:00,1.3369,0.0606,0.2068
01-Feb-2000 08:55:00,1.3325,0.0608,0.2077
01-Feb-2000 09:00:00,1.3280,0.0610,0.2086
01-Feb-2000 09:05:00,1.3233,0.0612,0.2095
01-Feb-2000 09:10:00,1.3186,0.0614,0.2104
01-Feb-2000 09:15:00,1.3137,0.0616,0.2113
01-Feb-2000 09:20:00,1.3088,0.0618,0.2122
01-Feb-2000 09:25:00,1.3037,0.0620,0.2131
01-Feb-2000 09:30:00,1.2986,0.0622,0.2140
01-Feb-2000 09:35:00,1.2933,0.0624,0.2149
01-Feb-2000 09:40:00,1.2880,0.0626,0.2158
01-Feb-2000 09:45:00,1.2825,0.0628,0.2167
01-Feb-2000 09:50:00,1.2770,0.0630,0.2176
01-Feb-2000 09:55:00,1.2713,0.0632,0.2185
01-Feb-2000 10:00:00,1.2656,0.0634,0.2194
01-Feb-2000 10:05:00,1.2598,0.0636,0.2203
01-Feb-2000 10:10:00,1.2538,0.0638,0.2212
01-Feb-2000 10:15:00,1.2478,0.0640,0.2221
01-Feb-2000 10:20:00,1.2417,0.0642,0.2230
01-Feb-2000 10:25:00,1.2355,0.0644,0.2239
01-Feb-2000 10:30:00,1.2292,0.0646,0.2248
01-Feb-2000 10:35:00,1.2228,0.0648,0.2257
01-Feb-2000 10:40:00,1.2164,0.0650,0.2266
01-Feb-2000 10:45:00,1.2098,0.0652,0.2275
01-Feb-2000 10:50:00,1.2032,0.0654,0.2284
01-Feb-2000 10:55:00,1.1965,0.0656,0.2293
01-Feb-2000 11:00:00,1.1897,0.0658,0.2302
01-Feb-2000 11:05:00,1.1828,0.0660,0.2311
01-Feb-2000 11:10:00,1.1759,0.0662,0.2320
01-Feb-2000 11:15:00,1.1689,0.0664,0.2329
01-Feb-2000 11:20:00,1.1618,0.0666,0.2338
01-Feb-2000 11:25:00,1.1546,0.0668,0.2347
01-Feb-2000 11:30:00,1.1474,0.0670,0.2356
01-Feb-2000 11:35:00,1.1401,0.0672,0.2365
01-Feb-2000 11:40:00,1.1327,0.0674,0.2374
01-Feb-2000 11:45:00,1.1252,0.0676,0.2383
01-Feb-2000 11:50:00,1.1177,0.0678,0.2392
01-Feb-2000 11:55:00,1.1101,0.0680,0.2401
01-Feb-2000 12:00:00,3.0050,0.0772,0.2056
01-Feb-2000 12:05:00,2.9502,0.0764,0.2030
01-Feb-2000 12:10:00,2.8962,0.0756,0.2004
01-Feb-2000 12:15:00,2.8431,0.0748,0.1979
01-Feb-2000 12:20:00,2.7907,0.0740,0.1954
01-Feb-2000 12:25:00,2.7392,0.0732,0.1929
01-Feb-2000 12:30:00,2.6884,0.0724,0.1905
01-Feb-2000 12:35:00,2.6385,0.0716,0.1881
01-Feb-2000 12:40:00,2.5893,0.0708,0.1858
01-Feb-2000 12:45:00,2.5409,0.0700,0.1835
01-Feb-2000 12:50:00,2.4933,0.0692,0.1812
01-Feb-2000 12:55:00,2.4465,0.0684,0.1790
01-Feb-2000 13:00:00,2.4004,0.0676,0.1768
01-Feb-2000 13:05:00,2.3551,0.0668,0.1747
01-Feb-2000 13:10:00,2.3106,0.0660,0.1726
01-Feb-2000 13:15:00,2.2668,0.0652,0.1705
01-Feb-2000 13:20:00,2.2238,0.0644,0.1685
01-Feb-2000 13:25:00,2.1815,0.0636,0.1665
01-Feb-2000 13:30:00,2.1400,0.0628,0.1646
01-Feb-2000 13:35:00,2.0992,0.0620,0.1627
01-Feb-2000 13:40:00,2.0591,0.0612,0.1608
01-Feb-2000 13:45:00,2.0198,0.0604,0.1590
01-Feb-2000 13:50:00,1.9812,0.0596,0.1572
01-Feb-2000 13:55:00,1.9433,0.0588,0.1555
01-Feb-2000 14:00:00,1.9061,0.0580,0.1538
01-Feb-2000 14:05:00,1.8697,0.0572,0.1521
01-Feb-2000 14:10:00,1.8339,0.0564,0.1505
01-Feb-2000 14:15:00,1.7989,0.0556,0.1489
01-Feb-2000 14:20:00,1.7645,0.0548,0.1473
01-Feb-2000 14:25:00,1.7309,0.0540,0.1458
01-Feb-2000 14:30:00,1.6979,0.0532,0.1443
01-Feb-2000 14:35:00,1.6656,0.0524,0.1428
01-Feb-2000 14:40:00,1.6340,0.0516,0.1414
01-Feb-2000 14:45:00,1.6031,0.0508,0.1400
01-Feb-2000 14:50:00,1.5728,0.0500,0.1387
01-Feb-2000 14:55:00,1.5432,0.0492,0.1374
01-Feb-2000 15:00:00,1.5143,0.0484,0.1361
01-Feb-2000 15:05:00,1.4860,0.0476,0.1349
01-Feb-2000 15:10:00,1.4583,0.0468,0.1337
01-Feb-2000 15:15:00,1.4313,0.0460,0.1325
01-Feb-2000 15:20:00,1.4049,0.0452,0.1314
01-Feb-2000 15:25:00,1.3792,0.0444,0.1303
01-Feb-2000 15:30:00,1.3540,0.0436,0.1292
01-Feb-2000 15:35:00,1.3295,0.0428,0.1282
01-Feb-2000 15:40:00,1.3056,0.0420,0.1272
01-Feb-2000 15:45:00,1.2823,0.0412,0.1262
01-Feb-2000 15:50:00,1.2596,0.0404,0.1253
01-Feb-2000 15:55:00,1.2375,0.0396,0.1244
01-Feb-2000 16:00:00,1.2160,0.0388,0.1235
01-Feb-2000 16:05:00,1.1950,0.0380,0.1227
01-Feb-2000 16:10:00,1.1746,0.0372,0.1219
01-Feb-2000 16:15:00,1.1548,0.0364,0.1211
01-Feb-2000 16:20:00,1.1355,0.0356,0.1204
01-Feb-2000 16:25:00,1.1168,0.0348,0.1197
01-Feb-2000 16:30:00,1.0986,0.0340,0.1190
01-Feb-2000 16:35:00,1.0810,0.0332,0.1183
01-Feb-2000 16:40:00,1.0639,0.0324,0.1177
01-Feb-2000 16:45:00,1.0473,0.0316,0.1171
01-Feb-2000 16:50:00,1.0312,0.0308,0.1165
01-Feb-2000 16:55:00,1.0156,0.0300,0.1160
01-Feb-2000 17:00:00,1.0005,0.0292,0.1155
01-Feb-2000 17:05:00,0.9859,0.0284,0.1150
01-Feb-2000 17:10:00,0.9718,0.0276,0.1145
01-Feb-2000 17:15:00,0.9582,0.0268,0.1141
01-Feb-2000 17:20:00,0.9450,0.0260,0.1137
01-Feb-2000 17:25:00,0.9323,0.0252,0.1133
01-Feb-2000 17:30:00,0.9200,0.0244,0.1130
01-Feb-2000 17:35:00,0.9082,0.0236,0.1127
01-Feb-2000 17:40:00,0.8968,0.0228,0.1124
01-Feb-2000 17:45:00,0.8859,0.0220,0.1121
01-Feb-2000 17:50:00,0.8753,0.0212,0.1119
01-Feb-2000 17:55:00,0.8652,0.0204,0.1117
01-Feb-2000 18:00:00,0.8555,0.0196,0.1115
01-Feb-2000 18:05:00,0.8462,0.0188,0.1113
01-Feb-2000 18:10:00,0.8373,0.0180,0.1112
01-Feb-2000 18:15:00,0.8288,0.0172,0.1111
01-Feb-2000 18:20:00,0.8207,0.0164,0.1110
01-Feb-2000 18:25:00,0.8129,0.0156,0.1109
01-Feb-2000 18:30:00,0.8055,0.0148,0.1109
01-Feb-2000 18:35:00,0.7984,0.0140,0.1109
01-Feb-2000 18:40:00,0.7917,0.0132,0.1109
01-Feb-2000 18:45:00,0.7853,0.0124,0.1109
01-Feb-2000 18:50:00,0.7793,0.0116,0.1110
01-Feb-2000 18:55:00,0.7736,0.0108,0.1111
01-Feb-2000 19:00:00,0.7682,0.0100,0.1112
01-Feb-2000 19:05:00,0.7631,0.0092,0.1113
01-Feb-2000 19:10:00,0.7583,0.0084,0.1114
01-Feb-2000 19:15:00,0.7538,0.0076,0.1116
01-Feb-2000 19:20:00,0.7496,0.0068,0.1118
01-Feb-2000 19:25:00,0.7457,0.0060,0.1120
01-Feb-2000 19:30:00,0.7421,0.0052,0.1122
01-Feb-2000 19:35:00,0.7387,0.0044,0.1125
01-Feb-2000 19:40:00,0.7356,0.0036,0.1128
01-Feb-2000 19:45:00,0.7328,0.0028,0.1131
01-Feb-2000 19:50:00,0.7302,0.0020,0.1134
01-Feb-2000 19:55:00,0.7278,0.0012,0.1137
01-Feb-2000 20:00:00,0.7257,0.0004,0.1141
01-Feb-2000 20:05:00,0.7239,-0.0004,0.1145
01-Feb-2000 20:10:00,0.7222,-0.0012,0.1149
01-Feb-2000 20:15:00,0.7208,-0.0020,0.1153
01-Feb-2000 20:20:00,0.7196,-0.0028,0.1158
01-Feb-2000 20:25:00,0.7187,-0.0036,0.1163
01-Feb-2000 20:30:00,0.7179,-0.0044,0.1168
01-Feb-2000 20:35:00,0.7173,-0.0052,0.1173
01-Feb-2000 20:40:00,0.7169,-0.0060,0.1179
01-Feb-2000 20:45:00,0.7167,-0.0068,0.1185
01-Feb-2000 20:50:00,0.7167,-0.0076,0.1191
01-Feb-2000 20:55:00,0.7169,-0.0084,0.1197
01-Feb-2000 21:00:00,0.7173,-0.0092,0.1204
01-Feb-2000 21:05:00,0.7178,-0.0100,0.1211
01-Feb-2000 21:10:00,0.7185,-0.0108,0.1218
