Date_time,link_C1_Flow,link_C6_Flow,link_C2_Flow,link_C9_Flow,link_C16_Flow,link_C3_Flow,link_C19_Flow,link_C11_Flow,link_C20_Flow,link_C22_Flow,link_C12_Flow,link_C17_Flow,link_C10_Flow,link_C13_Flow,link_C18_Flow,link_C23_Flow,link_C4_Flow,link_C7_Flow,link_C14_Flow,link_C5_Flow,link_C8_Flow,link_C15_Flow,link_C21_Flow,link_V4_Flow,link_V5_Flow,link_V1_Flow,link_V6_Flow,link_V3_Flow,link_V2_Flow
01-Jan-2000 00:00:00,5.1710837599193446e-05,0.00010654842320680571,5.164351187828171e-06,4.129316872542655e-05,0.0,2.7756201361859213e-07,1.613160978383327e-05,2.784703213909379e-05,0.0023440338040226012,0.00010977636433020972,2.953371413421759e-05,0.001106488953689593,0.001835754509637495,0.0003180969265211206,0.002009629383103776,0.000361166393935617,0.001973622857461555,0.00029325754165476325,0.0,0.0012850386298358884,0.0007341477027741697,0.0,0.00047140302702382156,1.0500945725363349e-05,0.00014240913432859092,4.952321649813164e-06,8.49550025995729e-05,6.530238353507839e-07,7.309849998580346e-05
01-Jan-2000 00:05:00,0.00025328819440745563,0.00048020667563746975,2.291554309534951e-05,0.0001814099455372231,0.0,4.062663732095303e-06,9.049650660235098e-05,0.00011618832679039935,0.002622354722716801,0.00030608571893426287,0.0001811204956827968,0.0015749490712303705,0.0032626101686275217,0.0007017896794108788,0.0021706541754874073,0.0008299617992173757,0.0025798668430341786,0.000592068946860465,0.00017275621846166863,0.001364712771211385,0.0009059424446168735,0.0,0.0006252409660295644,5.7862142052240646e-05,0.0006236914211482156,4.673287185145152e-05,0.000502669453647443,5.903176596357269e-06,0.00028142261304180566
01-Jan-2000 00:10:00,0.0006804115873241939,0.0008198761209315314,7.60803398168384e-05,0.000387668539120957,0.0,1.590514026732493e-05,0.00025200856557925863,0.0003223967737080216,0.0025112042290432626,0.0004598243032328265,0.0005790589190467174,0.0017381748097673856,0.004243910804703978,0.0011441821190201278,0.0021693074141513214,0.0013739191710681797,0.002641075324439357,0.000997968553840133,0.00014259570481510336,0.0013382639816727137,0.0009105932044801456,0.0,0.0006380985916793048,0.0001911980516467266,0.0012180966286687142,0.00017996826284157006,0.0013117349787812277,2.3701572761984314e-05,0.0005549693468299964
01-Jan-2000 00:15:00,0.0011509727512661317,0.0010256799370437781,0.00018678815560167213,0.0005488006704943113,0.0,3.755855645014596e-05,0.0004621689328349024,0.0006382842006428856,0.0025028124976551,0.0005390695225691187,0.0011713558720660127,0.0017406501172507346,0.004750215784703719,0.001586866039555232,0.0021575921061950396,0.001932723216606009,0.0026155308263422442,0.001349409051197596,0.0003362113899493855,0.0013121732674879038,0.0009017849131769572,0.0,0.0006342345802770992,0.000408204682928023,0.0015671664055159893,0.00041039597170378637,0.0021725368314777773,5.814453791808102e-05,0.0008053538374985564
01-Jan-2000 00:20:00,0.0015277261991147742,0.0011496138903566572,0.00038829145167940875,0.000670278703370254,0.0,7.76689026965706e-05,0.000708758631846965,0.0010699579147003884,0.0025020738242076024,0.0005821867521347809,0.0019235537387723817,0.001741534240279356,0.005013970684756738,0.002122254643633235,0.002147235637022669,0.0025930246853332847,0.002594627123056543,0.0016119997031560098,0.0006386745112714515,0.0013120003699369693,0.0008958607957029832,0.0,0.0006311491216199494,0.0006983225609670967,0.0017632418163693463,0.0007705784376918752,0.0029919691889097205,0.0001198999838269295,0.0010415637415876232
01-Jan-2000 00:25:00,0.0017849434553791957,0.001220522485672056,0.0006654626507009509,0.000751290927286091,0.0,0.0001452951786000602,0.0009416055787228312,0.0015706724540214692,0.002502007524442152,0.0006042226481870101,0.002686264681241347,0.001741836191156233,0.00512935087346669,0.002746204873189597,0.0021399570254102135,0.0033374227323836802,0.002584408141507516,0.001768690138197446,0.0010648594426735734,0.0013120000008361198,0.0008885627307127405,0.0,0.0006295643819628384,0.0009452651817519352,0.0019042825516038836,0.0012567644313829546,0.0036513373309943393,0.0002177952265768743,0.001194303479929233
01-Jan-2000 00:30:00,0.0019617098486698005,0.0012579162551367127,0.0009196150246950494,0.0008021815962325683,0.0,0.0002526417062134285,0.0011173791935652903,0.0021145148064570566,0.0025020008433526615,0.0006155715020261993,0.003330540453875049,0.0017419413763076193,0.005175067912914266,0.0034289710506971074,0.0021131049065836447,0.0041480103481966665,0.0025652658816751046,0.0018542957454838612,0.0016181356399564174,0.0013120000000019357,0.0008872089018033813,0.0,0.0006287880496897777,0.0010982794338477442,0.0020117568926193946,0.0018633132439782973,0.004017987837932092,0.00036212854370861993,0.0012977764413866402
01-Jan-2000 00:35:00,0.0020771244659293442,0.001277295641140844,0.0010938649531936143,0.0008427843624158333,0.0,0.0004123186501056774,0.0012486611407084294,0.0026514000131739194,0.0025020001021983035,0.0006214495173027802,0.003781984753987064,0.0017419787080211815,0.0052253424513944765,0.0041064194218063,0.0021120220555594727,0.004993543360240244,0.0025404067989204843,0.0018958690956057786,0.0022896566268440287,0.0013120000000001034,0.0009695687545019343,0.0,0.0006284030119952931,0.0012189954303996695,0.0020930520704365956,0.002574858098966664,0.0042560669959600715,0.000560517195874643,0.0013817414225769451
01-Jan-2000 00:40:00,0.0021564617186355397,0.0012876104819080096,0.0012225494625459328,0.0009241428408148075,0.0,0.0006328763272770577,0.001349712365211218,0.0031565122449042663,0.00262844437215007,0.0006286756994626179,0.004107159005549887,0.0017419921776368219,0.005549748285457108,0.004725769052862582,0.002112000483398566,0.005871557125137051,0.00259710671941254,0.0019128752319067948,0.0030586298403994044,0.0013119999999998742,0.001118043922711818,0.0,0.0006627053375724552,0.0013159407083661284,0.00215997707623835,0.0033685652403170714,0.00447141110530911,0.0008146955829796762,0.0014526729171423225
01-Jan-2000 00:45:00,0.0022259857170403114,0.0012935059766340728,0.0013222330715308473,0.0010305648725523209,0.0,0.0009148687328239172,0.0014305717866136256,0.003641793388050636,0.0030855816329047768,0.0006651394387467767,0.004376470737165202,0.0017419971019180173,0.005972425085310664,0.005266741867934298,0.0021120000114690568,0.006813428157189615,0.0028097687471722774,0.0019115867258919239,0.003907294131987847,0.0013119999999998742,0.0012533851612463972,0.0,0.0007824037556469703,0.0013948267483250842,0.002232228523430988,0.004233334040166782,0.004703727796669035,0.001120423821237675,0.001513670680103642
